DISCIPLINA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
NHZ6007-18,-0.0846109,0.054522622,0.0659614,0.059879225,-0.005939026,-0.10366918,0.09482855,-0.01677044,0.06304301,-0.01456883,0.073553786,0.1256663,0.17007938,-0.1395035,-0.09095739,-0.00036327058,-0.033387452,0.07725617,0.19363928,0.18412049,-0.15343143,0.047319837,0.13940391,-0.2246186,-0.0679059,0.17051949,-0.06932597,0.023100004,0.15683937,0.0467306,0.11432922,0.153661,-0.27397633,-0.019509379,0.017254258,0.033475243,-0.08451729,0.17493273,0.1483103,0.007421921,0.23542151,0.039259396,0.040578544,0.019257873,0.022235032,-0.005264614,0.092494585,-0.21784884,-0.10524464,0.05506203,0.17590527,0.036972377,0.020396527,0.13942915,0.03554105,-0.033658266,-0.009248989,-0.02325726,0.09285516,-0.17168486,0.05413763,-0.068399616,-0.07598284,0.059761807
NHZ4076-20,-0.061539553,0.044486362,0.048233792,0.029315053,-0.0038950078,-0.050089724,0.05745054,0.0070832246,0.006040981,-0.023520425,0.060343415,0.061338715,0.10458668,-0.067072645,-0.063146986,0.00095349737,-0.030545356,0.04189856,0.091583796,0.11024233,-0.083992645,0.024043351,0.064964026,-0.12789154,-0.019521601,0.058756925,-0.0540198,0.038137816,0.07061733,0.033062954,0.063706584,0.10568519,-0.13724367,-0.01655478,0.00065146515,0.010373217,-0.035016917,0.09170268,0.061620392,0.025458073,0.115864895,0.024391137,0.01541136,-0.014494785,0.0034573232,-0.005282065,0.03208784,-0.117470756,-0.07115646,0.039070234,0.10384001,0.0109892,-0.012024999,0.060394976,0.026960248,-0.021286981,0.0027245488,-0.016795143,0.02971046,-0.09185013,0.034865744,-0.037398327,-0.04095279,0.013859209
MCZA025-13,-0.028748255,0.026225377,0.046181437,-0.006380835,0.020821545,-0.030316541,0.043220848,-0.054493133,0.027980784,0.01680824,0.026315045,0.062344007,0.06805962,-0.07024148,-0.04158769,0.030555615,-0.017119158,0.01839488,0.09900622,0.09054743,-0.07292715,0.016296104,0.04025821,-0.12309767,-0.053389296,0.09521281,-0.045642212,0.023565067,0.09539711,0.02587635,0.06088563,0.059069246,-0.14979692,-0.015261181,-0.0032846697,0.012048228,-0.028770939,0.08547214,0.052811056,0.014668288,0.110412136,0.003945597,0.029725898,0.013649679,0.029181663,0.013219094,0.047571763,-0.1212169,-0.07326557,0.0006286424,0.13106482,-0.016341073,-0.007535397,0.054893624,-0.009337643,-0.009960865,-0.031052468,0.0055517037,0.02505869,-0.06961303,0.031812172,-0.03756373,-0.028306399,0.031369887
ESHR015-21,-0.14878374,0.06833951,0.10073391,0.14246579,-0.0028762012,-0.06210455,0.20028189,0.08842611,0.06956895,-0.08596027,0.11311763,0.11440068,0.18056951,-0.12438373,-0.034830194,0.044804208,-0.090568274,0.12588577,0.33341435,0.19674142,-0.19705792,0.0785218,0.22132958,-0.30849767,-0.04099323,0.16251983,-0.09600087,0.08141726,0.13678026,0.03195763,0.2046064,0.22176117,-0.30974653,-0.0053109117,0.061196726,0.093599245,-0.05666171,0.20608695,0.13319513,-0.028464934,0.28378433,0.07917098,0.036844563,-0.019384697,0.06749244,-0.009166796,0.11514699,-0.26080123,-0.10875648,0.12566422,0.26934108,0.046925668,0.021729758,0.18490086,0.094871335,-0.052525684,-0.040756974,-0.06804589,0.055778105,-0.24560419,0.12411994,-0.07180007,-0.04803951,0.018476145
ESTM013-17,-0.14283139,0.104529835,0.14424506,0.054342303,0.025596198,-0.08650737,0.16050725,-0.010961131,0.032705825,-0.042006906,0.10446819,0.15609844,0.2163651,-0.16829126,-0.09158727,0.026338296,-0.048923638,0.13308948,0.30401483,0.24421999,-0.16278386,0.0590346,0.13667566,-0.31056568,-0.102266975,0.1983122,-0.09312972,0.016656345,0.2231695,0.08621535,0.17484385,0.20317586,-0.3656123,-0.085413925,-0.0028896015,0.050127033,-0.08705923,0.2354963,0.21486232,0.03576986,0.31623667,0.04928439,0.07670949,-0.0060825027,0.061208803,-0.001989207,0.0887345,-0.3409644,-0.13810414,0.09590812,0.24489358,0.036151655,-0.0118193915,0.15649408,0.04243924,-0.04936567,0.0074873646,0.020336486,0.09792277,-0.23720965,0.08232888,-0.12272863,-0.12212218,0.047702357
MCZA046-17,-0.052238237,0.035893954,0.03818384,0.02230572,0.035994858,-0.038416218,0.040357508,-0.021349663,0.03624956,0.013437323,0.051460978,0.0628242,0.07942871,-0.09733909,-0.057313874,0.016612204,-0.031931978,0.057092804,0.12144872,0.11444883,-0.07603308,0.033942375,0.05817986,-0.13315874,-0.06435316,0.11364437,-0.050022893,0.024360621,0.09929131,0.048395775,0.07177182,0.10349124,-0.19642958,0.0043343836,0.00082568545,0.012798605,-0.05458628,0.11891447,0.08400207,0.021226056,0.13841304,0.028606284,0.043455973,0.018400712,0.030999254,0.014081581,0.054574016,-0.14072484,-0.074352495,0.018475283,0.1297987,-0.0026956494,0.019343648,0.06680234,0.010755374,-0.018860478,-0.011646138,0.0016237249,0.057796918,-0.08824074,0.021616453,-0.050800707,-0.026917234,0.05146637
NHZ2108-18,-0.10779584,0.0902089,0.107047975,0.02245672,-0.0019334452,-0.08319582,0.20732985,-0.021491414,0.07393683,-0.015590042,0.13629414,0.13383359,0.27031928,-0.20195077,-0.15794751,0.009342906,-0.10567543,0.12741144,0.27795288,0.16099386,-0.17849116,0.037826426,0.17603374,-0.3036156,-0.036273528,0.19725043,-0.058248635,0.066225946,0.17847206,0.10108634,0.1260178,0.23528804,-0.35164922,-0.057193864,0.033183064,-0.008850202,-0.11646363,0.24300203,0.18772352,0.021694046,0.3059176,0.03516263,0.08481995,-0.062166408,0.056371927,0.044238783,0.10118887,-0.3305059,-0.1727503,0.10495795,0.19826522,0.0074858763,-0.01123463,0.2020745,-0.012385907,-0.03448578,0.0026767936,-0.093824044,0.14900412,-0.2607204,0.09492291,-0.16546991,-0.14463244,0.06302756
MCZD008-18,-0.013473211,0.0071599986,-0.0026955493,-0.011161432,-0.007786719,0.0057916697,0.01122104,-0.008254152,0.013451485,-0.014843699,0.014573308,-0.0024489723,-0.0044712834,-0.0034020133,0.0015010294,-0.004922459,0.0009227488,0.0006275121,-0.007886106,0.014378948,-0.011344463,-0.0008733552,-0.0020753313,-0.012219043,-0.00898592,0.011671944,0.011606244,-0.0153517425,0.0029138178,0.0047715716,0.012092128,-0.0051541477,-0.0030985046,0.0017965715,0.008198444,0.012287112,-0.013762003,0.0053921696,0.0035648718,0.0101278145,-0.008779317,-0.014627293,-0.008327458,0.0012296252,0.009212235,0.002221683,-0.003284121,-0.008709403,-0.007895039,-0.012741653,-0.009689055,-0.007930597,0.003949376,0.013135219,0.008503716,-0.008927168,-0.0055092946,-0.00057370774,-0.014192348,-0.013278864,-0.014850652,-0.0017859843,-0.0047155917,0.011221502
MCZD009-18,0.009610388,0.0028865635,-0.010940809,-0.009851463,0.004066106,0.013565674,-0.0046129692,-0.011581628,-0.009161653,0.0066856444,0.007471895,0.0067930147,-0.0048443433,-0.011560429,0.0015633386,-0.013993721,0.00957573,-0.015524214,-0.0063722096,0.004884422,0.0047785044,0.004912531,0.0056573134,0.009072252,0.013094766,0.0077400114,-0.001963092,0.0011134334,-0.01462137,0.0045840275,0.011984091,-0.0036500022,0.0015072711,0.012673426,-0.0101924,-0.0012161229,-0.013934562,0.00062095,-0.001359582,0.008003388,-0.00070006214,0.001578914,-0.0027732328,-0.012422424,0.008890677,-0.0036073234,0.004870154,0.011382505,-0.004015077,0.0050985888,0.0043724943,0.0098585,0.0004823748,0.005702276,-0.014587374,-0.0085209645,0.009450445,-0.00021542236,-0.0026594568,0.014080895,0.014219042,0.004038308,-0.012190869,0.007524878
MCZD010-18,-0.001787629,0.015549332,0.00329311,0.0047331415,-0.0047908314,0.012538586,-0.0024292562,-0.004857624,0.0017379634,-0.010306498,-0.0022589043,0.015090199,-0.0049792286,-0.0063175894,-0.004336741,-0.013660846,-0.0079978425,0.00028817542,-0.012291914,0.011246663,0.013284083,-0.005276257,0.01396725,-0.0035527032,-0.004851518,-0.015194053,0.008685835,0.011945035,0.014098275,0.008525131,-0.008707574,0.010681333,0.004765639,-0.0104236305,0.011062231,0.0015677232,-0.011143871,0.011531191,-0.0040615276,-0.0035764817,0.007911196,0.0006960388,-0.014983522,-0.0046170875,0.010970648,-0.008975567,0.01042244,-0.006774081,0.01203284,-0.012313787,-0.0014228653,0.0034050643,0.015515661,0.014880434,-0.012322091,-0.013387114,0.014196852,-0.0039933436,0.009242913,-0.008252492,0.0046639014,0.010281974,-0.0075971335,0.0032812431
ESZM001-17,-0.057342514,0.050577246,0.08264697,0.03425993,0.0043716133,-0.08854802,0.0919959,0.0014871777,0.040528312,-0.013673271,0.0825737,0.10098815,0.13576542,-0.09848035,-0.0745992,-0.005257379,-0.03797442,0.07480727,0.15032353,0.15740004,-0.12422247,0.04158773,0.110174656,-0.2018122,-0.06318816,0.13246031,-0.050313126,0.026704013,0.13710774,0.03606988,0.10074856,0.12814648,-0.23504166,-0.034327872,-0.0019070007,0.0030475117,-0.057215184,0.15318465,0.12765929,0.021624703,0.19698288,0.03496191,0.045524012,0.004891028,0.032921996,0.014651432,0.06009963,-0.1952904,-0.09364483,0.061487596,0.15632322,0.0027533153,0.0037495443,0.12471443,0.0074486667,-0.040462147,0.001526361,-0.0034737815,0.05448468,-0.14268516,0.050614607,-0.047300637,-0.05981844,0.05210588
NHZ4042-09,0.00034590065,-0.0027399864,0.008294659,0.0021290611,-0.001740573,0.0115872435,0.006474944,-0.0067400113,-0.0051888023,-0.011965631,-0.0011483394,0.009062605,-0.0011208355,-0.0018256344,0.008082734,-0.015371256,0.0058107395,0.0034019966,0.0022678226,0.004895985,-0.0154722575,-0.0009661056,0.0016625822,-0.015512709,-0.014973499,-0.0069152173,-0.00970237,-0.010700682,0.010087332,-0.001088798,0.015620109,0.0153503325,0.014705295,-0.0044869054,0.005093403,-0.009299191,-0.008633086,-0.0081454795,0.0073658116,-0.006293459,0.012209889,-0.0038484372,-0.004283728,0.0050134826,-0.013116343,-0.011879671,-0.005607752,-0.010713818,-0.011792462,0.007843614,-0.013038067,-0.01054658,-0.0028057024,0.0055428576,0.012716714,0.005631948,-0.013402546,0.0012126621,0.0025563706,0.00046603754,0.0020304862,-0.011288395,0.014184387,0.0004258193
NHZ4043-15,-0.009311264,-0.004239438,-0.0051472485,0.01126197,-0.0049992204,-0.009448234,0.0050094817,-0.011851063,0.0063159317,-0.0027762055,0.009489054,-0.010641772,0.010923719,0.0034408774,-0.012188451,0.00091983937,0.006794084,0.008628424,0.0035629682,0.013957152,0.0014050417,-0.005245654,0.013956262,0.014254788,-0.00381051,0.009873295,0.010545867,-0.013301767,0.003414113,0.014960388,-0.0004794635,-0.015086953,0.0075672567,0.008565836,0.014701398,0.0022048168,0.0066459235,-0.01399952,-0.013520066,0.002527304,-0.00024318695,0.008659266,-0.009441134,0.0028385203,-0.014274122,0.0125917625,-0.004867848,0.002008628,-0.01292254,-0.013886128,0.0035623442,0.0043760445,0.014617896,-0.001514921,-0.004790826,0.00092374533,0.012482289,0.006882159,0.0030355658,-0.0044439193,-0.013508845,-0.002791088,-0.011019582,0.0014384016
MCZC012-15,-0.031421546,0.020148268,0.0329128,0.029049573,-0.0093885,-0.040280163,0.042776223,-0.00072929345,0.012277937,-0.017781012,0.013015833,0.034032036,0.033077087,-0.037525762,-0.032621767,-0.0032780706,-0.00033969322,0.03490404,0.061571192,0.06040456,-0.02457299,-0.0007751832,0.050653562,-0.04652203,-0.020090573,0.030500388,-0.0067218873,0.021997357,0.044259954,0.027549433,0.030314844,0.048817623,-0.08514989,-0.021906853,0.008709,-0.0025735334,6.0366452e-05,0.05144656,0.035624713,0.007877488,0.08149528,0.023309832,0.0010152295,0.0020642614,-0.0028612714,-0.015357542,0.033440705,-0.06430445,-0.037599534,0.0066695716,0.034290444,-0.002397109,0.010804604,0.032440435,0.0079652695,0.007986609,0.009210484,-0.007787381,0.0065510594,-0.045452666,0.0185531,-0.03275309,-0.02157789,0.004517908
ESBM009-23,-0.17710823,0.17365666,0.19254388,0.1468843,-0.032559313,0.05609193,0.23296784,0.2906861,-0.02098624,-0.26721334,0.15082234,0.56231445,0.44025782,-0.16974892,-0.012425358,0.0144963125,0.11253291,0.4425318,0.2748426,0.18844695,-0.4350675,0.20492679,0.2654284,-0.26595828,-0.22926733,0.42645898,-0.3906642,-0.05152169,0.39821368,0.01557618,0.5176273,0.34408098,-0.48541874,-0.13258201,0.052731607,-0.07072389,-0.2496193,0.45618963,0.36000195,-0.0554342,0.3795321,0.10839395,0.1504753,0.08038997,0.13715169,-0.20869087,0.2677884,-0.6182344,-0.400295,0.33190697,0.6349525,-0.0033092806,0.17640157,0.20098251,-0.028331999,-0.008391128,-0.12965265,0.21263193,0.15004382,-0.543094,0.24392089,-0.28101158,-0.16803895,0.41801727
ESTA010-17,-0.03384623,0.09567955,0.17344356,-0.06044554,0.043195587,0.010064726,0.1653986,-0.08193126,0.18808582,-0.09789285,0.18578571,0.29905397,0.3225916,-0.26481968,-0.102189325,0.0875402,-0.03606023,0.26147664,0.4127435,0.4959353,-0.22232091,0.13736401,0.32330605,-0.3677342,-0.2800205,0.39437282,-0.110674515,-0.17023034,0.5970812,0.23571964,0.19843586,0.2472748,-0.55676997,0.08230857,-0.1515276,0.108935975,-0.17996503,0.32052746,0.1917758,-0.10478258,0.41820058,-0.09323388,-0.01946997,0.070940025,-0.01527053,0.15967171,0.28305617,-0.67997676,-0.14597367,-0.097807534,0.4058916,0.03831068,-0.15295243,0.19631349,-0.15527083,-0.009165492,-0.021007942,-0.07533394,-0.021509213,-0.28772396,0.13102666,-0.025891887,0.031455435,-0.03374476
ESZU017-17,0.0033933632,0.010553366,-0.0011495017,-0.0027512405,-0.001488924,-0.005285822,0.008757321,-0.0041163657,-0.010586107,-0.006868899,-0.012771651,0.0062096287,-0.0019985456,-0.013456099,0.01445229,-0.0031651966,-2.9461458e-05,-0.013109038,-0.0128513705,-0.0059349984,-0.012111079,-0.0036668275,0.008898918,-0.0038514845,-0.015555702,0.0045552794,0.007916776,-0.011123404,0.0068955366,-0.004580781,0.0015192926,0.015076477,0.01280833,-0.007436186,-0.015466874,0.0042626187,0.009760814,0.015092451,-0.011378648,-0.0064270124,0.0023312625,-0.011815477,0.008813562,0.0054180007,-0.010017512,-0.0056179054,-0.006576944,-0.010924788,0.01367937,-0.005156571,0.013310231,0.00032588094,-0.010366313,0.009471927,-0.005085107,0.0012243558,0.01355345,-0.0035086982,-0.0042795725,0.0057686307,-0.0014737248,0.0030058566,0.013767473,0.006937152
MCBD004-23,-0.11322561,0.24320126,0.31405944,-0.063926965,0.10414817,-0.27586743,0.2917388,-0.15941852,-0.009249651,0.17850208,0.14108078,0.39489412,0.2208616,-0.30094966,0.061378732,0.14284539,0.03873196,0.18787275,0.658742,0.539109,-0.3016854,0.037192184,0.056990866,-0.34707606,-0.19800594,0.3371656,-0.2399022,0.16355808,0.45680457,0.13938883,0.22477466,0.43151784,-0.6570075,0.06722209,0.032149278,-0.04816572,0.05429725,0.43568397,0.26171473,0.17249149,0.43215877,0.14120297,0.12363167,0.04446399,0.24862899,-0.009627874,0.3263515,-0.49110046,-0.34623405,0.009027864,0.42792952,-0.16199614,-0.026226992,0.14816873,0.2456246,0.1345607,-0.0640463,0.090034924,0.05265951,-0.31924543,-0.065278806,-0.2962176,-0.0997808,0.1970065
ESZM025-17,-0.09173148,0.06421507,0.08379771,0.031441946,-0.0045368755,-0.05426344,0.106612965,-0.023482896,0.032796048,-0.03430842,0.058086134,0.09147822,0.12471601,-0.103634454,-0.053012736,0.02936015,-0.02669072,0.064669356,0.19331652,0.18940409,-0.10555256,0.04950888,0.09963899,-0.1989085,-0.053969607,0.13705766,-0.07146667,0.00042380422,0.1278256,0.06423189,0.113737784,0.14076151,-0.25019595,-0.02111321,-0.010504447,0.03411739,-0.060754843,0.14883439,0.11646358,0.02807826,0.2166452,0.03045655,0.077197395,-0.012556096,0.00524242,-0.0061806845,0.059240617,-0.21323745,-0.097839445,0.04612118,0.16111492,0.009015032,0.0058350684,0.10696535,0.015601826,-0.014973629,0.016683634,-0.0048489426,0.055752687,-0.14346342,0.062011514,-0.073794976,-0.08541199,0.058242008
MCTD007-18,-0.10705499,0.09268724,0.1268695,0.07455241,-0.033943105,-0.10837009,0.21148047,-0.014071185,0.05584681,-0.030225135,0.17293666,0.2122202,0.282895,-0.16633828,-0.12112862,0.06767222,-0.0439951,0.12613365,0.34234968,0.24472801,-0.22277953,0.067354076,0.18163915,-0.3908858,-0.049839865,0.23636666,-0.09187497,0.043969117,0.22712344,0.05436204,0.1568155,0.28753355,-0.48617023,-0.047420878,0.028597085,0.044762265,-0.06244703,0.268665,0.20410974,0.021928515,0.36988083,0.11302272,0.09969496,0.0006445819,0.020158505,0.0077194287,0.12755737,-0.35816815,-0.20421977,0.1229815,0.265078,0.009794298,0.002717667,0.17081282,0.097290285,-0.0590503,0.0040919892,-0.039698225,0.094448976,-0.24806279,0.10507795,-0.19248131,-0.1304219,0.059783448
ESZG007-17,-0.07662608,0.06439491,0.112235926,0.06321245,0.006294546,-0.1034618,0.13060883,0.022937141,0.019012995,-0.018675476,0.10889028,0.11866116,0.15859365,-0.11763236,-0.09420643,-0.0062032808,-0.035163235,0.10548366,0.19782491,0.17170581,-0.11488177,0.08599288,0.14625756,-0.19869594,-0.061739735,0.14199431,-0.06299037,0.08420707,0.16375484,0.06697559,0.13377587,0.16091904,-0.2623382,-0.04065796,-0.008515358,0.019990189,-0.03328158,0.18505661,0.14833969,-0.0066174166,0.22454067,0.027737271,0.052505396,-0.031539284,0.011577271,-0.003846764,0.08660377,-0.2217949,-0.10269156,0.055311885,0.1644478,0.029943043,-0.0008339408,0.13594562,0.030422352,-0.048247285,0.015918275,-0.034856375,0.07494341,-0.17770106,0.049394634,-0.0686199,-0.08711879,0.04232026
ESZI010-17,-0.100509174,0.12144558,0.13150525,0.11074785,-0.02010055,-0.13940749,0.1809598,-0.036743708,0.0649238,-0.04529779,0.12721993,0.19458507,0.24965635,-0.19651908,-0.13973822,0.008253549,-0.09192078,0.16825312,0.29794917,0.25092196,-0.20571107,0.06145688,0.20458922,-0.3309096,-0.10202977,0.21309814,-0.09221866,0.040483423,0.23359202,0.07904059,0.20631963,0.24747886,-0.4443038,-0.037447546,-0.031432927,0.046698857,-0.113426566,0.274791,0.24641426,0.02219669,0.35576966,0.053962983,0.08396992,0.01286336,0.045396186,0.0065143057,0.0741237,-0.33096322,-0.19837832,0.09112212,0.2641088,0.030229924,0.027396634,0.19118267,0.030440925,-0.04625029,-0.02945576,-0.0439969,0.099935226,-0.26186278,0.08638053,-0.121223986,-0.14655483,0.043243673
ESTI005-17,-0.14722203,0.14858468,0.13188578,0.13091405,-0.110009,-0.20942573,0.24117899,-0.030326534,0.094395764,-0.11380741,0.16740622,0.23621823,0.30993447,-0.13942683,-0.13658963,-0.004523143,-0.12972458,0.23178402,0.28768936,0.22843736,-0.19967234,0.07995664,0.2563526,-0.31220865,-0.01929912,0.18796653,-0.10346373,0.07502767,0.20337552,0.04959812,0.22437695,0.26054645,-0.45230457,-0.05168406,-0.03204231,0.04567906,-0.10755274,0.3275693,0.27894926,-0.008529095,0.3413366,0.12400637,0.06954633,0.02159687,0.008628554,-0.011772658,-0.0119675435,-0.30387437,-0.1762938,0.09548703,0.24250934,0.030671421,0.04471606,0.20074761,0.077990316,-0.021623073,-0.005387675,-0.049182266,0.043233596,-0.24029857,0.13008939,-0.13519548,-0.18993048,-0.016301733
ESZP029-22,-0.12960918,0.28238437,0.23303597,0.22429587,0.13777731,-0.300365,0.42430052,0.012138947,-0.0024155546,-0.10827331,0.29884923,0.35087967,0.1717923,-0.15700188,-0.18155295,0.029227586,0.18732697,0.0848779,0.6231752,0.29834038,-0.22689134,0.28127396,0.13150287,-0.6131724,0.024838576,0.20702663,-0.25209758,-0.061088987,0.1993123,0.28751767,0.3903773,0.29048717,-0.48799315,0.057335615,0.14590804,0.17436329,-0.048917692,0.40474638,0.29182234,0.19890267,0.40361464,0.13639992,0.30974212,0.23182008,-0.1750569,-0.14235398,0.08490956,-0.47761986,-0.4024737,0.13194114,0.43405998,0.2666036,0.08065331,0.27131823,0.061949726,-0.008235231,0.04643915,-0.2955776,0.26058173,-0.35008556,0.2629166,-0.35100853,-0.2588579,0.24589261
ESZM016-17,-0.12744024,0.085696176,0.10635707,0.13989212,-0.11577638,-0.12164303,0.17280872,0.13761519,-0.0051852884,-0.09540962,0.13006689,0.10810098,0.20365916,-0.17884335,-0.113644816,-0.039963853,-0.04935231,0.19711977,0.21936981,0.17590107,-0.17021738,0.19109465,0.19950409,-0.3074942,-0.039115924,0.16389246,-0.029859569,0.12900361,0.13670339,0.043544237,0.23560959,0.26623082,-0.286028,-0.07911748,-0.015356143,0.11530521,-0.07619798,0.2311226,0.22214176,-0.04107159,0.22907326,0.0021316968,0.10034348,0.012922244,-0.010188549,-0.0061605466,0.049414445,-0.2063721,-0.20838949,0.17125542,0.18576707,0.0078622885,-0.019213004,0.11112834,0.009607483,-0.05279227,0.065083355,-0.11898324,0.06741596,-0.2973092,0.14722872,-0.1438813,-0.11865957,-0.03629327
ESHR016-21,-0.07153934,0.06906471,0.07075194,0.021393402,-0.0020027729,-0.074913986,0.10602984,-0.0011325842,0.05218654,0.008731284,0.09735223,0.10262988,0.1224912,-0.11582097,-0.05023116,0.021319374,-0.022336686,0.07264486,0.16068466,0.14555405,-0.10679628,0.067393504,0.10775666,-0.1807835,-0.056894764,0.15499131,-0.039463412,0.0109860515,0.1411763,0.05544525,0.10252756,0.1449366,-0.25841066,-0.013973352,0.001436118,0.03841673,-0.056478865,0.14436442,0.1434687,0.028816974,0.20297481,0.024915475,0.036964867,0.0040828325,0.015252162,0.011894722,0.05569404,-0.18960507,-0.10853075,0.046451237,0.16396624,0.0055110846,0.023296362,0.12566505,0.0043262304,-0.034676533,-0.0013034738,-0.026615703,0.06292144,-0.14904116,0.04464154,-0.06879375,-0.07791208,0.042417027
ESTG021-17,-0.1082175,0.15796427,0.12038319,0.0659704,-0.008511913,-0.11537394,0.21122867,0.024484308,0.061533213,0.03694873,0.13668403,0.18011473,0.22174723,-0.25046667,-0.1058279,0.0073585184,-0.091011435,0.11956701,0.31782147,0.26309672,-0.20323294,0.023882302,0.17391397,-0.34313697,-0.096081644,0.20321657,-0.13699558,0.033170253,0.30277237,0.11357488,0.16720666,0.26306683,-0.41993934,-0.031294055,-0.024324542,0.058551755,-0.08601846,0.2718873,0.18616992,0.02709214,0.34732407,0.057287518,0.14210872,0.039924778,0.060889877,0.059691347,0.07481854,-0.28878522,-0.19103786,0.10993829,0.2970875,0.03625448,0.017618783,0.19764154,0.06487764,-0.027879976,0.011627782,-0.03616901,0.14638436,-0.28952566,0.07784165,-0.113013074,-0.088888586,0.09334784
ESTA014-17,-0.04816717,0.042351156,0.041288033,0.00284661,0.020041421,-0.05382271,0.068828024,-0.029771823,0.029893367,-0.01621459,0.039341412,0.06973761,0.08966432,-0.08852492,-0.05796053,0.012511179,-0.033846814,0.06343486,0.10577732,0.114953995,-0.06391977,0.013461413,0.07661977,-0.11105567,-0.043125264,0.07358074,-0.023779685,0.027883675,0.10845389,0.020042308,0.06886444,0.091485105,-0.17127907,-0.010332156,0.0034367659,0.025355,-0.03230112,0.10226869,0.06424642,-0.007796454,0.12708855,0.019207077,0.03963123,0.0032862797,0.027899442,0.018276963,0.065407,-0.12816937,-0.07176572,0.025595676,0.09948312,0.0075408984,0.017155513,0.07883598,-0.0044774394,-0.028301446,-0.005234751,0.007967733,0.029645413,-0.09870318,0.029915294,-0.04504,-0.04777962,0.012903079
ESGE003-23,-0.10890371,0.12505488,0.14075097,0.081804164,-0.051711403,-0.11934175,0.19825065,0.034948688,0.070391186,0.004460421,0.18724364,0.17869963,0.20293553,-0.2803679,-0.14181536,-0.008403542,-0.0718637,0.14731994,0.29289693,0.2530205,-0.18116803,0.031041592,0.2353037,-0.29514623,-0.070692465,0.19273451,-0.13601777,0.011943622,0.2700228,0.1282984,0.2017681,0.25338528,-0.40970787,-0.015981378,-0.008786978,0.028622814,-0.06461592,0.22853157,0.1942773,0.038734335,0.3546111,0.07074618,0.11922161,0.03279939,-0.0013519184,0.059422266,0.0643212,-0.24823953,-0.17425315,0.13718408,0.2899919,0.08609221,0.0012203052,0.23106033,0.09520748,0.0025305522,0.02482515,-0.030471897,0.1812012,-0.28753802,0.084504314,-0.09621543,-0.053619474,0.07125068
ESTU034-17,-0.13243543,0.0988222,0.084435225,0.08588149,0.013860832,-0.1484159,0.28304374,-0.020476852,0.021140559,-0.07495612,0.14704454,0.23631446,0.30727726,-0.20421124,-0.16789168,0.073937014,-0.05540251,0.1164855,0.44171408,0.3569668,-0.20738855,0.17517309,0.2110722,-0.39938375,-0.2089925,0.3451725,-0.17371945,0.13977318,0.3124235,0.1356452,0.25137827,0.33672777,-0.5140803,-0.12167449,0.027501741,0.04021799,-0.15091585,0.34290588,0.1772386,0.03151789,0.36199367,0.001051516,0.017582579,0.030294752,-0.029172558,0.014437117,0.18722737,-0.4021548,-0.21773693,0.123224884,0.3285808,0.092110805,0.0045730844,0.28009662,-0.039338443,-0.045710027,-0.025481917,-0.048759334,0.099508375,-0.36979064,0.12294534,-0.10124743,-0.124398656,0.10323
ESTA003-17,-0.18645297,0.011176339,0.018727668,0.09787295,-0.2752945,-0.16357993,0.13652347,-0.06419171,0.09896536,-0.14104736,0.27400875,0.29388556,0.40017605,-0.32017043,0.03684289,0.08243336,0.091065966,0.24312724,0.38084915,0.30708605,-0.24923545,-0.060636334,0.0858461,-0.49615124,-0.27308762,0.3542811,-0.07636266,-0.08946077,0.2605415,0.039509602,0.36507234,0.38145402,-0.5537245,-0.12882517,0.004460363,0.16972029,-0.19246058,0.4462347,0.30993617,0.057923302,0.38028988,0.1579564,0.07721728,-0.1536986,-0.050718337,-0.03598669,0.04037304,-0.37569395,-0.15197866,0.19734076,0.29419887,0.108199485,0.07893716,0.43526268,0.1398393,0.10775041,-0.08135739,0.079396695,-0.06727461,-0.44004402,0.31706205,-0.19586383,-0.045908336,0.3264943
ESTA008-17,-0.1869948,-0.01711538,-0.17139566,0.105883434,-0.4075569,-0.14034295,0.16847812,-0.02543301,0.16411024,-0.15330169,0.33147642,0.45348367,0.62522244,-0.44209227,0.012150645,0.16714194,0.24546644,0.3543644,0.41742527,0.3583392,-0.3488126,-0.16072588,-0.01517824,-0.6216652,-0.41339,0.4000481,-0.0653087,-0.113929756,0.39962658,0.046411507,0.5916565,0.48628673,-0.63835955,-0.072905175,0.017472597,0.24417195,-0.16279931,0.4744724,0.3243353,0.088444196,0.47219035,0.15817244,0.14091527,-0.19114353,-0.06080741,-0.035984,-0.02762556,-0.35684556,-0.1887595,0.17341873,0.27462012,0.17348066,0.16620159,0.5643514,0.13029656,0.16190982,-0.1362199,0.11779521,-0.19577968,-0.57812977,0.3710955,-0.18548048,0.06685114,0.43796965
