data_autuacao	cod_disciplina_ufabc_edit	disciplina_ufabc_edit	ch_disciplina_ufabc_edit	disciplina_fora	disciplina 1	disciplina 2	disciplina 3	disciplina 4	disciplina 5	disciplina 6	disciplina 7	disciplina 8	disciplina 9	Parecer
2024.3	MCTB001-17	ÁLGEBRA LINEAR	72h	MAT3457 / ÁLGEBRA LINEAR I / 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT3457 / ÁLGEBRA LINEAR I / 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT3458 / ÁLGEBRA LINEAR II / 60H / 2020.2 / UNIVERSIDADE DE SÃO PAULO								Deferido
2024.3	BIS0003-15	BASES MATEMÁTICAS	48h	MAT2453 / CÁLCULO DIFERENCIAL E INTEGRAL I / 90H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT2453 / CÁLCULO DIFERENCIAL E INTEGRAL I / 90H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT2454 / CÁLCULO DIFERENCIAL E INTEGRAL II / 60H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	MAT2455 / CÁLCULO DIFERENCIAL E INTEGRAL III / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	MAT2456 / CÁLCULO DIFERENCIAL E INTEGRAL IV / 60H / 2021.2 / UNIVERSIDADE DE SÃO PAULO						Indeferido
2024.3	ESTO013-17	ENGENHARIA ECONÔMICA	48h	PRG0005 / FUNDAMENTOS EM EMPREENDEDORISMO / 30H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	PRG0005 / FUNDAMENTOS EM EMPREENDEDORISMO / 30H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	PRO3206 / INTRODUÇÃO À ECONOMIA / 30H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	PRO3810 / INTRODUÇÃO À ADMINISTRAÇÃO / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO							Indeferido
2024.3	BCJ0203-15	FENÔMENOS ELETROMAGNÉTICOS	60h	4323203 / FÍSICA III / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	4323203 / FÍSICA III / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	PEA3388 / ELETRICIDADE GERAL IV / 60H / 2022.1 / UNIVERSIDADE DE SÃO PAULO								Deferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	4323101 / FÍSICA I / 45H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	4323101 / FÍSICA I / 45H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	PME3100 / MECÂNICA I / 90H / 2020.2 / UNIVERSIDADE DE SÃO PAULO								Deferido
2024.3	BCK0103-15	FÍSICA QUÂNTICA	36h	4323102 / FÍSICA II / 30H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	4323102 / FÍSICA II / 30H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	4323204 / FÍSICA IV / 60H / 2021.2 / UNIVERSIDADE DE SÃO PAULO								Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	MAT2453 / CÁLCULO DIFERENCIAL E INTEGRAL I / 90H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT2453 / CÁLCULO DIFERENCIAL E INTEGRAL I / 90H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT2454 / CÁLCULO DIFERENCIAL E INTEGRAL II / 60H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	MAT2455 / CÁLCULO DIFERENCIAL E INTEGRAL III / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	MAT2456 / CÁLCULO DIFERENCIAL E INTEGRAL IV / 60H / 2021.2 / UNIVERSIDADE DE SÃO PAULO						Deferido
2024.3	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	MAT2453 / CÁLCULO DIFERENCIAL E INTEGRAL I / 90H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT2453 / CÁLCULO DIFERENCIAL E INTEGRAL I / 90H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT2454 / CÁLCULO DIFERENCIAL E INTEGRAL II / 60H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	MAT2455 / CÁLCULO DIFERENCIAL E INTEGRAL III / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	MAT2456 / CÁLCULO DIFERENCIAL E INTEGRAL IV / 60H / 2021.2 / UNIVERSIDADE DE SÃO PAULO						deferido
2024.3	BCN0404-15	GEOMETRIA ANALÍTICA	36h	MAT3457 / ÁLGEBRA LINEAR I / 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT3457 / ÁLGEBRA LINEAR I / 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	MAT3458 / ÁLGEBRA LINEAR II / 60H / 2020.2 / UNIVERSIDADE DE SÃO PAULO								Deferido
2024.3	NHT1002-15	BIOÉTICA	24h	6654 / ÉTICA E EDUCAÇÃO AMBIENTAL / 72H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	6654 / ÉTICA E EDUCAÇÃO AMBIENTAL / 72H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Indeferido
2024.3	BCK0104-15	INTERAÇÕES ATÔMICAS E MOLECULARES	36h	PME3220 / PROPRIEDADES E ESTRUTUDA DOS MATERIAIS / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	PME3220 / PROPRIEDADES E ESTRUTUDA DOS MATERIAIS / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	PMT3100 / FUNDAMENTOS DE CIÊNCIA E ENGENHARIA DOS MATERIAIS / 30H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	PMT3130 / QUÍMICA DOS MATERIAIS APLICADA ÀS ENGENHARIAS CIVIL E AMBIENTAL / 30H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	PQI3120 / QUÍMICA TECNOLÓGICA / 60H / 2023.1 / UNIVERSIDADE DE SÃO PAULO						Indeferido
2024.3	BHO1102-19	INTRODUÇÃO À ECONOMIA	36h	PRG0005 / FUNDAMENTOS EM EMPREENDEDORISMO / 30H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	PRG0005 / FUNDAMENTOS EM EMPREENDEDORISMO / 30H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	PRO3206 / INTRODUÇÃO À ECONOMIA / 30H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	PRO3810 / INTRODUÇÃO À ADMINISTRAÇÃO / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO							Deferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	0303200 / PROBABILIDADE / 30H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	0303200 / PROBABILIDADE / 30H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	4323201 / FÍSICA EXPERIMENTAL A / 30H / 2021.1 / UNIVERSIDADE DE SÃO PAULO								Indeferido
2024.3	BCN0405-15	INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS	48h	MAP3121 / MÉTODOS NUMÉRICOS E APLICAÇÕES / 60H / 2022.1 / UNIVERSIDADE DE SÃO PAULO	MAP3121 / MÉTODOS NUMÉRICOS E APLICAÇÕES / 60H / 2022.1 / UNIVERSIDADE DE SÃO PAULO									Indeferido
2024.3	ESTO012-17	PRINCÍPIOS DE ADMINISTRAÇÃO	24h	PRG0005 / FUNDAMENTOS EM EMPREENDEDORISMO / 30H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	PRG0005 / FUNDAMENTOS EM EMPREENDEDORISMO / 30H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	PRO3206 / INTRODUÇÃO À ECONOMIA / 30H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	PRO3810 / INTRODUÇÃO À ADMINISTRAÇÃO / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO							Deferido
2024.3	ESTU032-17	REPRESENTAÇÃO GRÁFICA DE PROJETOS AMBIENTAIS E URBANOS	48h	0313102 / INTRODUÇÃO AO PROJETO NA ENGENHARIA / 60H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	0313102 / INTRODUÇÃO AO PROJETO NA ENGENHARIA / 60H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	PME3120 / EXPRESSÃO GRÁFICA EM ENGENHARIA MECÂNICA / 60H / 2021.2 / UNIVERSIDADE DE SÃO PAULO	PTR3111 / GEOMÁTICA I / 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO							Indeferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	PME3220 / PROPRIEDADES E ESTRUTUDA DOS MATERIAIS / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	PME3220 / PROPRIEDADES E ESTRUTUDA DOS MATERIAIS / 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	PMT3100 / FUNDAMENTOS DE CIÊNCIA E ENGENHARIA DOS MATERIAIS / 30H / 2020.2 / UNIVERSIDADE DE SÃO PAULO	PMT3130 / QUÍMICA DOS MATERIAIS APLICADA ÀS ENGENHARIAS CIVIL E AMBIENTAL / 30H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	PQI3120 / QUÍMICA TECNOLÓGICA / 60H / 2023.1 / UNIVERSIDADE DE SÃO PAULO						Deferido
2024.3	MCTB009-17	CÁLCULO NUMÉRICO	48h	XXXX/Calculo Numérico/60H/2024.1/Universidade Unica	XXXX/Calculo Numérico/60H/2024.1/Universidade Unica									Deferido
2024.3	ESZU023-17	RECURSOS HÍDRICOS	36h	DGT0364 / GESTÃO DE RECURSOS HÍDRICOS / 80h / 2023.4 / Universidade Estácio de Sá	DGT0364 / GESTÃO DE RECURSOS HÍDRICOS / 80h / 2023.4 / Universidade Estácio de Sá									Indeferido
2024.3	ESTG011-17	ESTATÍSTICA APLICADA A SISTEMAS DE GESTÃO	48h	XXXX/Estatística Aplicada à Engenharia/60H/2024.1/Universidade Unica	XXXX/Estatística Aplicada à Engenharia/60H/2024.1/Universidade Unica									Deferido
2024.3	ESTO004-17	INSTRUMENTAÇÃO E CONTROLE	48h	XXXX/Instrumentação e Controle Industrial/60H/2023.2/Universidade Unica	XXXX/Instrumentação e Controle Industrial/60H/2023.2/Universidade Unica									Deferido
2024.3	NHI5015-15	LIBRAS	48h	XXXX/LIBRAS/60H/2024.1/Universidade Unica	XXXX/LIBRAS/60H/2024.1/Universidade Unica									Deferido
2024.3	ESTO008-17	MECÂNICA DOS SÓLIDOS I	48h	XXXX/Mecânica dos Sólidos/60H/2024.1/Universidade Unica	XXXX/Mecânica dos Sólidos/60H/2024.1/Universidade Unica									Indeferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	3EST02003TE1 / Estátistica / 40h / 2017 / Universidade Anhembi Morumbi	3EST02003TE1 / Estátistica / 40h / 2017 / Universidade Anhembi Morumbi									Indeferido
2024.3	MCTB001-17	ÁLGEBRA LINEAR	72h	MATM0039/ÁLGEBRA LINEAR/60h/2023.1/UNIVERSIDADE FEDERAL DE PERNAMBUCO	MATM0039/ÁLGEBRA LINEAR/60h/2023.1/UNIVERSIDADE FEDERAL DE PERNAMBUCO	PROD0002/GEOMETRÍA ANALÍTICA/60h/2022.1/UNIVERSIDADE FEDERAL DE PERNAMBUCO								Deferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	PROD0003/FÍSICA GERAL 1 /60h/ 2022.2/UNIVERSIDADE FEDERAL DE PERNAMBUCO	PROD0003/FÍSICA GERAL 1 /60h/ 2022.2/UNIVERSIDADE FEDERAL DE PERNAMBUCO									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	MATM0028/CÁLCULO DIFERENCIAL E INTEGRAL 1/60h/ 2022.2/UNIVERSIDADE FEDERAL DE PERNAMBUCO	MATM0028/CÁLCULO DIFERENCIAL E INTEGRAL 1/60h/ 2022.2/UNIVERSIDADE FEDERAL DE PERNAMBUCO									Deferido
2024.3	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	MATM0032/CÁLCULO DIFERENCIAL E INTEGRAL 2/60h/2023.1/UNIVERSIDADE FEDEEERAL DE PERNAMBUCO	MATM0032/CÁLCULO DIFERENCIAL E INTEGRAL 2/60h/2023.1/UNIVERSIDADE FEDEEERAL DE PERNAMBUCO									Deferido
2024.3	BCN0404-15	GEOMETRIA ANALÍTICA	36h	MATM0039/ÁLGEBRA LINEAR/60h/2023.1/UNIVERSIDADE FEDEAL DE PERNAMBUCO	MATM0039/ÁLGEBRA LINEAR/60h/2023.1/UNIVERSIDADE FEDEAL DE PERNAMBUCO	PROD0002/GEOMETRÍA ANALÍTICA/60h/2022.1/UNIVERSIDADE FEDERAL DE PERNAMBUCO								Deferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	PROD0005/QUÍMICA GERAL 1/60h/2022.1/UNIVERSIDADE FEDERAL DE PERNAMBUCO	PROD0005/QUÍMICA GERAL 1/60h/2022.1/UNIVERSIDADE FEDERAL DE PERNAMBUCO									Indeferido
2024.3	ESTO902-17	ENGENHARIA UNIFICADA I	24h	13231 / GESTÃO EMPRESARIAL / 34H / 2014.2 / UNIVERSIDADE DE MOGI DAS CRUZES	13231 / GESTÃO EMPRESARIAL / 34H / 2014.2 / UNIVERSIDADE DE MOGI DAS CRUZES	13233 / GESTÃO DE PROJETOS / 34H / 2014.2 / UNIVERSIDADE DE MOGI DAS CRUZES								Indeferido
2024.3	BHO0102-15	DESENVOLVIMENTO E SUSTENTABILIDADE	48h	8059-60 / Desenvolvimento Sustentável / 60H / 2024.1 / Universidade Paulista	8059-60 / Desenvolvimento Sustentável / 60H / 2024.1 / Universidade Paulista									Deferido
2024.3	MCZA027-17	SISTEMAS DE INFORMAÇÃO	48h	3063-60 / PRINCÍPIOS DE SISTEMAS DE INFORMAÇÃO / 60H / 2024.1 / Universidade Paulista	3063-60 / PRINCÍPIOS DE SISTEMAS DE INFORMAÇÃO / 60H / 2024.1 / Universidade Paulista									Indeferido
2024.3	ESHR011-13	INTRODUÇÃO AO ESTUDO DO DIREITO	48h	DCV0412 / DIREITO DAS SUCESSÕES / 30H / 2015.2 / UNIVERSIDADE DE SÃO PAULO	DCV0412 / DIREITO DAS SUCESSÕES / 30H / 2015.2 / UNIVERSIDADE DE SÃO PAULO	DPC0327 / DIREITO PROCESSUAL PENAL II / 30H / 2014.2 / UNIVERSIDADE DE SÃO PAULO	DPM0312 / DIREITO PENAL III (PARTE ESPECIAL) / 30H / 2014.2 / UNIVERSIDADE DE SÃO PAULO	DTB0513 / DIREITO COLETIVO DO TRABALHO I: LIBERDADE SINDICAL / 45H / 2015.1 / UNIVERSIDADE DE SÃO PAULO						Deferido
2024.3	ESHR023-14	PENSAMENTO CRÍTICO DAS RELAÇÕES INTERNACIONAIS	48h	GR3S0801265 / TEORIA DAS RELAÇÕES INTERNACIONAIS II / 80 h / 2019.1 / FECAP	GR3S0801265 / TEORIA DAS RELAÇÕES INTERNACIONAIS II / 80 h / 2019.1 / FECAP									Deferido
2024.3	ESHC022-17	MACROECONOMIA I	48h	GR3S0801320 / MACROECONOMIA / 80h / 2019.2 / FECAP	GR3S0801320 / MACROECONOMIA / 80h / 2019.2 / FECAP									Deferido
2024.3	ESHR002-21	TEMAS DE DIREITO INTERNACIONAL PÚBLICO	48h	INT / DIREITO INTERNACIONAL / 70H / 2022 / FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO	INT / DIREITO INTERNACIONAL / 70H / 2022 / FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO									Deferido
2024.3	ESTO016-17	FENÔMENOS DE TRANSPORTE	48h	XXXX / FENÔMENOS DE TRANSPORTE / 80H / 2023.3 / FACULDADE ÚNICA DE IPATINGA	XXXX / FENÔMENOS DE TRANSPORTE / 80H / 2023.3 / FACULDADE ÚNICA DE IPATINGA									Deferido
2024.3	ESTU028-17	HIDRÁULICA DE CONDUTOS FORÇADOS	36h	XXXX / HIDRÁULICA / 80H / 2023.3 / FACULDADE ÚNICA DE IPATINGA	XXXX / HIDRÁULICA / 80H / 2023.3 / FACULDADE ÚNICA DE IPATINGA									Deferido
2024.3	ESTO008-17	MECÂNICA DOS SÓLIDOS I	48h	XXXX / MECÂNICA DOS SÓLIDOS I / 80H / 2023.3 / FACULDADE ÚNICA DE IPATINGA	XXXX / MECÂNICA DOS SÓLIDOS I / 80H / 2023.3 / FACULDADE ÚNICA DE IPATINGA									Indeferido
