data_autuacao	cod_disciplina_ufabc_edit	disciplina_ufabc_edit	ch_disciplina_ufabc_edit	disciplina_fora	disciplina 1	disciplina 2	disciplina 3	disciplina 4	disciplina 5	disciplina 6	disciplina 7	disciplina 8	disciplina 9	Parecer
2024.2	ESTO902-17	ENGENHARIA UNIFICADA I	24h	PIE04 / PROJETO INTEGRADOR I / 31,7 H / 2020.2 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)	PIE04 / PROJETO INTEGRADOR I / 31,7 H / 2020.2 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)									Indeferido
2024.2	ESTO903-17	ENGENHARIA UNIFICADA II	24h	PIE06 / PROJETO INTEGRADOR II / 31,7 H / 2021.2 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)	PIE06 / PROJETO INTEGRADOR II / 31,7 H / 2021.2 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)									Deferido
2024.2	ESTO016-17	FENÔMENOS DE TRANSPORTE	48h	FTE03 / FENOMENOS DE TRANSPORTE I / 63,3 H / 2020.1 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)	FTE03 / FENOMENOS DE TRANSPORTE I / 63,3 H / 2020.1 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)	FTE04 / FENOMENOS DE TRANSPORTE II / 31,7 H / 2020.2 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)								Deferido
2024.2	BCN0404-15	GEOMETRIA ANALÍTICA	36h	GAE01 / GEOMETRIA ANALÍTICA E VETORES / 63,3 H / 2019.1 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)	GAE01 / GEOMETRIA ANALÍTICA E VETORES / 63,3 H / 2019.1 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)									Deferido
2024.2	NHT3037-13	MECÂNICA GERAL	48h	MGE03 / MECANICA GERAL / 63,3 H / 2020.1 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)	MGE03 / MECANICA GERAL / 63,3 H / 2020.1 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)									Indeferido
2024.2	ESTA020-17	MODELAGEM E CONTROLE	24h	MOE06 / MODELAGEM DE SISTEMAS DINÂMICOS / 31,7H / 2021.2 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)	MOE06 / MODELAGEM DE SISTEMAS DINÂMICOS / 31,7H / 2021.2 / INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)									Deferido
2024.2	ESTI013-17	SISTEMAS MICROPROCESSADOS	48h	LPE06 / LABORATORIO DE MICROPROCESSADORES / 31,7 H / 2021.2 - INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)	LPE06 / LABORATORIO DE MICROPROCESSADORES / 31,7 H / 2021.2 - INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)	MPE06 / MICROPROCESSADORES / 63,3 H / 2021.2 - INSTITUTO FEDERAL DE SÃO PAULO (GUARULHOS)								Indeferido
2024.2	ESTA002-13	CIRCUITOS ELÉTRICOS I	60h	EEE-103/Eletricidade Aplicada à Automação/120h/2015.2/Fatec São Bernardo do Campo Adib Moises Did	EEE-103/Eletricidade Aplicada à Automação/120h/2015.2/Fatec São Bernardo do Campo Adib Moises Did									Deferido
2024.2	BCN0404-15	GEOMETRIA ANALÍTICA	36h	CEA001/GEOMETRIA ANALITICA E ALGEBRA LINEAR/60H/ 2019.1/ Universidade Federal de Ouro Preto	CEA001/GEOMETRIA ANALITICA E ALGEBRA LINEAR/60H/ 2019.1/ Universidade Federal de Ouro Preto									Deferido
2024.2	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	CEA200/QUIMICA GERAL /90H/ 2019.1/ Universidade Federal de Ouro Preto	CEA200/QUIMICA GERAL /90H/ 2019.1/ Universidade Federal de Ouro Preto									Deferido
2024.2	ESTB019-17	BIOESTATÍSTICA	48h	150061 / INTROD. AO PLANEJAMEN. E ANÁLISE ESTATÍSTICA DE EXPERIMENTOS / 60H / 2019.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	150061 / INTROD. AO PLANEJAMEN. E ANÁLISE ESTATÍSTICA DE EXPERIMENTOS / 60H / 2019.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
2024.2	NHT1002-15	BIOÉTICA	24h	270466 / BIOÉTICA / 30H / 2018.1 / UNIVERSIDADE DE SÃO CARLOS	270466 / BIOÉTICA / 30H / 2018.1 / UNIVERSIDADE DE SÃO CARLOS									Deferido
2024.2	NHZ1003-15	BIOFÍSICA	48h	96059 / FISICA PARA BIOTECNOLOGIA 1 / 60H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	96059 / FISICA PARA BIOTECNOLOGIA 1 / 60H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	96067 / FISICA PARA BIOTECNOLOGIA 2 / 60H / 2018.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS								Indeferido
2024.2	NHT1053-15	BIOLOGIA CELULAR	72h	270270 / GENETICA MOLECULAR / 60H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	270270 / GENETICA MOLECULAR / 60H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	270636 / BIOLOGIA CELULAR E MOLECULAR / 60H / 2017.1 / UNIVERSIDADE DE SÃO CARLOS								Indeferido
2024.2	NHZ1009-15	BIOLOGIA MOLECULAR E BIOTECNOLOGIA	36h	270474 / BIOLOGIA MOLECULAR: CONCEITOS E TÉCNICAS / 60H / 2019.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	270474 / BIOLOGIA MOLECULAR: CONCEITOS E TÉCNICAS / 60H / 2019.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
2024.2	BCL0308-15	BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS	60h	270610 / BIOQUÍMICA I PARA BIOTECNOLOGIA / 60H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	270610 / BIOQUÍMICA I PARA BIOTECNOLOGIA / 60H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
2024.2	NHZ1078-15	BIOTECNOLOGIA DE PLANTAS	48h	250317 / BOTÂNICA BÁSICA E APLICADA / 60H / 2018.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	250317 / BOTÂNICA BÁSICA E APLICADA / 60H / 2018.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Indeferido
2024.2	NHT4017-15	FUNÇÕES E REAÇÕES ORGÂNICAS	48h	72290 / FUNDAMENTOS DE QUIMICA ORGANICA / 60H / 2017.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	72290 / FUNDAMENTOS DE QUIMICA ORGANICA / 60H / 2017.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
2024.2	NHZ6001-18	FUNDAMENTOS DA BIOTECNOLOGIA	24h	270431 / INTRODUÇÃO À BIOTECNOLOGIA / 30H / 2017.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	270431 / INTRODUÇÃO À BIOTECNOLOGIA / 30H / 2017.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
2024.2	NHT1057-15	GENÉTICA II	48h	270270 / GENETICA MOLECULAR / 60H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	270270 / GENETICA MOLECULAR / 60H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
2024.2	ESZB022-17	INTRODUÇÃO À BIOINFORMÁTICA	48h	1000957 / BIOINFORMÁTICA / 60H / 2018.2 / UNIVERSIDADE DE SÃO CARLOS	1000957 / BIOINFORMÁTICA / 60H / 2018.2 / UNIVERSIDADE DE SÃO CARLOS									Deferido
2024.2	NHT1056-15	MICROBIOLOGIA	72h	330310 / MICROBIOLOGIA BÁSICA / 60H / 2018.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	330310 / MICROBIOLOGIA BÁSICA / 60H / 2018.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	330329 /  MICROBIOLOGIA APLICADA / 60H / 2019.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS								Deferido
2024.2	NHZ6006-18	PROTEÍNAS RECOMBINANTES	48h	270750 / EXPRESSÃO E PURIFICAÇÃO DE PROTEÍNAS RECOMBINANTES / 60H / 2019.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	270750 / EXPRESSÃO E PURIFICAÇÃO DE PROTEÍNAS RECOMBINANTES / 60H / 2019.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
2024.2	NHT4051-15	QUÍMICA ANALÍTICA CLÁSSICA I	72h	70211 / QUIMICA GERAL PARA ESTUDANTES DE BIOLOGIA / 60H / 2017.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	70211 / QUIMICA GERAL PARA ESTUDANTES DE BIOLOGIA / 60H / 2017.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	74063 / QUIMICA ANALITICA GERAL / 60H / 2018.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS								Deferido
2024.2	NHZ6007-18	SEGURANÇA E REGULAMENTAÇÃO EM BIOTECNOLOGIA	24h	330256 / BIOSSEGURANÇA / 30H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	330256 / BIOSSEGURANÇA / 30H / 2017.2 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
2024.2	ESTI007-17	COMUNICAÇÃO DIGITAL	48h	155H / Teorias e Técnicas da Comunicação / 60H / 2019.2 / UNIVERSIDADE PAULISTA	155H / Teorias e Técnicas da Comunicação / 60H / 2019.2 / UNIVERSIDADE PAULISTA									Indeferido
2024.2	MCZA007-13	EMPREENDEDORISMO E DESENVOLVIMENTO DE NEGÓCIOS	48h	J581 / Planejamento Estratégico / 60H / 2019.2 / UNIVERSIDADE PAULISTA	J581 / Planejamento Estratégico / 60H / 2019.2 / UNIVERSIDADE PAULISTA									Indeferido
2024.2	ESTO013-17	ENGENHARIA ECONÔMICA	48h	ADM T - 10406/ MATEMÁTICA FINANCEIRA/80H/2023.2/Faculdade Engenheiro Salvador Arena	ADM T - 10406/ MATEMÁTICA FINANCEIRA/80H/2023.2/Faculdade Engenheiro Salvador Arena									Indeferido
2024.2	ESHP012-13	INTRODUÇÃO AO DIREITO ADMINISTRATIVO	48h	007016 / Direito Administrativo I / 51h / 2018 / PUC-SP	007016 / Direito Administrativo I / 51h / 2018 / PUC-SP									Deferido
2024.2	ESHP013-13	INTRODUÇÃO AO DIREITO CONSTITUCIONAL	48h	001512 / Direito Constitucional I / 51h / 2017 / PUC-SP	001512 / Direito Constitucional I / 51h / 2017 / PUC-SP									Deferido
2024.2	MCTB001-17	ÁLGEBRA LINEAR	72h	XXXX/Algebra Linear/80H/2024.1/Universidade Unica	XXXX/Algebra Linear/80H/2024.1/Universidade Unica									Deferido
2024.2	MCTB001-17	ÁLGEBRA LINEAR	72h	CC51D / Geometria Analítica E Álgebra Linear / 90H / 2022.1 / Universidade Tecnológica Federal do Paraná	CC51D / Geometria Analítica E Álgebra Linear / 90H / 2022.1 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	MCTA001-17	ALGORITMOS E ESTRUTURAS DE DADOS I	48h	CC52A / Estruturas de Dados 1/ 60H / 2023.1 / Universidade Tecnológica Federal do Paraná	CC52A / Estruturas de Dados 1/ 60H / 2023.1 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	MCTA037-17	BANCO DE DADOS	48h	CC53C / Banco de Dados 1 / 60H / 2023.1 / Universidade Tecnológica Federal do Paraná	CC53C / Banco de Dados 1 / 60H / 2023.1 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	BIS0005-15	BASES COMPUTACIONAIS DA CIÊNCIA	24h	CC51A / Algoritmos / 90H / 2022.1 / Universidade Tecnológica Federal do Paraná	CC51A / Algoritmos / 90H / 2022.1 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	BIS0003-15	BASES MATEMÁTICAS	48h	CC51C / Cálculo Diferencial e Integral 1 / 90H / 2022.2 / Universidade Tecnológica Federal do Paraná	CC51C / Cálculo Diferencial e Integral 1 / 90H / 2022.2 / Universidade Tecnológica Federal do Paraná	CC51D / Geometria Analítica E Álgebra Linear / 90H / 2022.1 / Universidade Tecnológica Federal do Paraná								Indeferido
2024.2	MCTB009-17	CÁLCULO NUMÉRICO	48h	CC53E / Cálculo Numérico / 60H / 2023.1 / Universidade Tecnológica Federal do Paraná	CC53E / Cálculo Numérico / 60H / 2023.1 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	MCTA006-17	CIRCUITOS DIGITAIS	48h	CC52B / Circuitos Digitais/ 60H / 2022.2 / Universidade Tecnológica Federal do Paraná	CC52B / Circuitos Digitais/ 60H / 2022.2 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	MCTA009-13	COMPUTADORES, ÉTICA E SOCIEDADE	24h	CC53F / Ética, Profissão e Cidadania / 30H / 2023.1 / Universidade Tecnológica Federal do Paraná	CC53F / Ética, Profissão e Cidadania / 30H / 2023.1 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	CC51C / Cálculo Diferencial e Integral 1 / 90H / 2022.2 / Universidade Tecnológica Federal do Paraná	CC51C / Cálculo Diferencial e Integral 1 / 90H / 2022.2 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	CC52F / Probabilidade e Estatística / 60H / 2022.2 / Universidade Tecnológica Federal do Paraná	CC52F / Probabilidade e Estatística / 60H / 2022.2 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	MCTA028-15	PROGRAMAÇÃO ESTRUTURADA	48h	CC51A / Algoritmos / 90H / 2022.1 / Universidade Tecnológica Federal do Paraná	CC51A / Algoritmos / 90H / 2022.1 / Universidade Tecnológica Federal do Paraná									Deferido
2024.2	ESTU005-17	CLIMATOLOGIA	36h	CL1G1/CLIMATOLOGIA I/ 42,75H/2016.2/ Instituto Federal de Sao Paulo	CL1G1/CLIMATOLOGIA I/ 42,75H/2016.2/ Instituto Federal de Sao Paulo									Deferido
2024.2	BCK0103-15	FÍSICA QUÂNTICA	36h	XXXX / INTRODUÇÃO À FÍSICA MODERNA / 80H / 2023 / FACULDADE ÚNICA DE IPATINGA	XXXX / INTRODUÇÃO À FÍSICA MODERNA / 80H / 2023 / FACULDADE ÚNICA DE IPATINGA									Indeferido
2024.2	BCK0104-15	INTERAÇÕES ATÔMICAS E MOLECULARES	36h	XXXX / INTRODUÇÃO À FÍSICA MODERNA / 80H / 2023 / FACULDADE ÚNICA DE IPATINGA	XXXX / INTRODUÇÃO À FÍSICA MODERNA / 80H / 2023 / FACULDADE ÚNICA DE IPATINGA									Indeferido
2024.2	BCN0405-15	INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS	48h	XXXX / CÁLCULO III / 80H / 2023 / FACULDADE ÚNICA DE IPATINGA	XXXX / CÁLCULO III / 80H / 2023 / FACULDADE ÚNICA DE IPATINGA									Deferido
2024.2	BIN0406-15	 INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h		MAM110 / LABORATÓRIO DE MATEMÁTICA / 40H / 2019.1 / Fundação Educacional Inaciana Pe. Sabóia de Medeiros (FEI)	MAC110 /CÁLCULO DIFERENCIAL E INTEGRAL I / 80H / 2019.1 / Fundação Educacional Inaciana Pe. Sabóia de Medeiros (FEI)								Indeferido
2024.3	MCTA033-15	ENGENHARIA DE SOFTWARE	48h	4298 / ENGENHARIA DE SOFTWARE / 66H  / 2024.1 / FACULDADES METROPOLITANAS UNIDAS EDUCACIONAIS LTDA	4298 / ENGENHARIA DE SOFTWARE / 66H  / 2024.1 / FACULDADES METROPOLITANAS UNIDAS EDUCACIONAIS LTDA									Deferido
2024.3	MCTA022-17	REDES DE COMPUTADORES	48h	6739 / FUNDAMENTOS DE REDES DE COMPUTADORES / 88H / 2024.1 / FACULDADES METROPOLITANAS UNIDAS EDUCACIONAIS LTDA	6739 / FUNDAMENTOS DE REDES DE COMPUTADORES / 88H / 2024.1 / FACULDADES METROPOLITANAS UNIDAS EDUCACIONAIS LTDA									Deferido
2024.3	ESTU028-17	HIDRÁULICA DE CONDUTOS FORÇADOS	36h	HD35E / HIDRÁULICA / 60H / 2017.2 /  UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANÁ	HD35E / HIDRÁULICA / 60H / 2017.2 /  UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANÁ									Deferido
2024.3	ESTO017-17	MÉTODOS EXPERIMENTAIS EM ENGENHARIA	48h	EA36E / ESTATÍSTICA APLICADA A EXPERIMENTOS / 60H / 2017.1 / UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANÁ	EA36E / ESTATÍSTICA APLICADA A EXPERIMENTOS / 60H / 2017.1 / UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANÁ									Indeferido
2024.3	MCTB001-17	ÁLGEBRA LINEAR	72h	ALGE2 / algebra linear / 63,3/ 2022.2 / Instituto Federal de São Paulo	ALGE2 / algebra linear / 63,3/ 2022.2 / Instituto Federal de São Paulo	: GEDE2 / Geometria descritiva / 31,7 /2022.2/  Instituto Federal de São Paulo								Indeferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	CALE1/ cálculo 1 / 63,3H / 2022/1 / Instituto Federal de São Paulo	CALE1/ cálculo 1 / 63,3H / 2022/1 / Instituto Federal de São Paulo	CALE2/ cálculo 2 / 63,3H / 2022/2 / Instituto Federal de São Paulo								Deferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	ESTE2/ estatística / 63,3h / 2022.2 / IFSP - instituto federal de sp	ESTE2/ estatística / 63,3h / 2022.2 / IFSP - instituto federal de sp									Indeferido
2024.3	MCTA010-13	ENGENHARIA DE SOFTWARE	72h	XXXX / ANÁLISE DE SISTEMAS / 65H / 2022.2 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER	XXXX / ANÁLISE DE SISTEMAS / 65H / 2022.2 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER	XXXX /ENGENHARIA DE SOFTWARE / 65H / 2022.4 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER								Deferido
2024.3	MCZA016-17	GESTÃO DE PROJETOS DE SOFTWARE	48h	XXXX / GESTÃO DE PROJETOS / 65H / 2022.9 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER	XXXX / GESTÃO DE PROJETOS / 65H / 2022.9 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER									Deferido
2024.3	MCTA028-15	PROGRAMAÇÃO ESTRUTURADA	48h	XXXX / LINGUAGEM DE PROGRAMAÇÃO / 65H / 2023.2 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UININTER	XXXX / LINGUAGEM DE PROGRAMAÇÃO / 65H / 2023.2 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UININTER	XXXX / LÓGICA DE PROGRAMAÇÃO E ALGORITMOS / 65H / 2021.11 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UININTER								Indeferido
2024.3	MCTA018-13	PROGRAMAÇÃO ORIENTADA A OBJETOS	48h	XXXX / ANÁLISE DE SISTEMAS / 65H / 2022.2 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER	XXXX / ANÁLISE DE SISTEMAS / 65H / 2022.2 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER	XXXX / PROGRAMAÇÃO ORIENTADA A OBJETOS / 65H / 2022.2 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER								Deferido
2024.3	MCZA026-17	SISTEMAS DE GERENCIAMENTO DE BANCO DE DADOS	48h	XXXX / BANCO DE DADOS / 65H / 2021.11 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER	XXXX / BANCO DE DADOS / 65H / 2021.11 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER	XXXX / SISTEMA GERENCIADOR DE BANCO DE DADOS / 65H / 2023.2 / CENTRO UNIVERSITÁRIO INTERNACIONAL - UNINTER								Indeferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	NA1110 / CÁLCULO DIFERENCIAL E INTEGRAL I / 100.00H / 2015.2 / CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE. SABÓIA DE MEDEIROS	NA1110 / CÁLCULO DIFERENCIAL E INTEGRAL I / 100.00H / 2015.2 / CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE. SABÓIA DE MEDEIROS	NA2121 / CÁLCULO DIFERENCIAL E INTEGRAL II / 100.00H / 2015.2 / CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE. SABÓIA DE MEDEIROS								Deferido
2024.3	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	NA2121 / CÁLCULO DIFERENCIAL E INTEGRAL II / 100.00H / 2015.2 / CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE. SABÓIA DE MEDEIROS	NA2121 / CÁLCULO DIFERENCIAL E INTEGRAL II / 100.00H / 2015.2 / CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE. SABÓIA DE MEDEIROS									Indeferido
2024.3	ESTA001-17	DISPOSITIVOS ELETRÔNICOS	60h	ELO100 / ELETRÔNICA GERAL / 40H / 2021.2 / CENTRO UNIVERSITÁRIO FEI	ELO100 / ELETRÔNICA GERAL / 40H / 2021.2 / CENTRO UNIVERSITÁRIO FEI									Indeferido
2024.3	ESZG013-17	EMPREENDEDORISMO	48h	ADI010 / PRÁTICAS DE INOVAÇÃO / 40H / 2021.2 / CENTRO UNIVERSITÁRIO FEI	ADI010 / PRÁTICAS DE INOVAÇÃO / 40H / 2021.2 / CENTRO UNIVERSITÁRIO FEI									Indeferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	FSF100 / FÍSICA I / 120H / 2022.2 / CENTRO UNIVERSITÁRIO FEI	FSF100 / FÍSICA I / 120H / 2022.2 / CENTRO UNIVERSITÁRIO FEI									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	MAC110 / CÁLCULO DIFERENCIAL E INTEGRAL I / 80H / 2021.1 / CENTRO UNIVERSITÁRIO FEI	MAC110 / CÁLCULO DIFERENCIAL E INTEGRAL I / 80H / 2021.1 / CENTRO UNIVERSITÁRIO FEI									Indeferido
2024.3	ESTO011-17	FUNDAMENTOS DE DESENHO TÉCNICO	24h	MEP110 / DESENHO TÉCNICO / 80H / 2022.2 / CENTRO UNIVERSITÁRIO FEI	MEP110 / DESENHO TÉCNICO / 80H / 2022.2 / CENTRO UNIVERSITÁRIO FEI									Deferido
2024.3	BCN0404-15	GEOMETRIA ANALÍTICA	36h	MAG110 / CÁLCULO VETORIAL E GEOMETRIA ANALÍTICA / 80H / 2021.1 / CENTRO UNIVERSITÁRIO FEI	MAG110 / CÁLCULO VETORIAL E GEOMETRIA ANALÍTICA / 80H / 2021.1 / CENTRO UNIVERSITÁRIO FEI									Deferido
2024.3	BHO0001-19	INTRODUÇÃO ÀS HUMANIDADES E ÀS CIÊNCIAS SOCIAIS	24h	CSJ010 / SOCIOLOGIA / 40H / 2021.1 / CENTRO UNIVERSITÁRIO FEI	CSJ010 / SOCIOLOGIA / 40H / 2021.1 / CENTRO UNIVERSITÁRIO FEI									Deferido
2024.3	BHP0202-19	TEMAS E PROBLEMAS EM FILOSOFIA	36h	CSJ020 / FILOSOFIA / 40H / 2022.2 / CENTRO UNIVERSITÁRIO FEI	CSJ020 / FILOSOFIA / 40H / 2022.2 / CENTRO UNIVERSITÁRIO FEI									Deferido
2024.3	ESTO902-17	ENGENHARIA UNIFICADA I	24h	EE61/Introdução A Engenharia Elétrica/30/2017/UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	EE61/Introdução A Engenharia Elétrica/30/2017/UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ									Indeferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	FT61A/Física Teórica 1a/60/2017/UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	FT61A/Física Teórica 1a/60/2017/UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	FX62A/Física Experimental 1/30/2018/UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ								Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	CF61A/Cálculo Diferencial E Integral 1/90/2018/UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	CF61A/Cálculo Diferencial E Integral 1/90/2018/UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ									Deferido
2024.3	ESHC017-13	FINANÇAS PÚBLICAS	48h	ADM / DIREITO ADMINISTRATIVO / 140H / 2023 / FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO	ADM / DIREITO ADMINISTRATIVO / 140H / 2023 / FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO	CONST II / DIREITO CONSTITUCIONAL II / 140h / 2022 / FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO	TRAB2 / DIREITO DO TRABALHO II - SEGURIDADE SOCIAL / 105H / 2023 / FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO							Indeferido
2024.3	ESHR022-14	ABORDAGENS TRADICIONAIS DAS RELAÇÕES INTERNACIONAIS	48h	GR2S0801264 / TEORIA DAS RELAÇÕES INTERNACIONAIS I / 80 h / 2018.2	GR2S0801264 / TEORIA DAS RELAÇÕES INTERNACIONAIS I / 80 h / 2018.2									Deferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	70130 /QUÍMICA 1/ 60H/2023.1/ Universidade Federal de São Carlos	70130 /QUÍMICA 1/ 60H/2023.1/ Universidade Federal de São Carlos									Deferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	99015/FÍSICA 1/ 60H/2023.1/ Universidade Federal de São Carlos	99015/FÍSICA 1/ 60H/2023.1/ Universidade Federal de São Carlos									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	89109 /CÁLCULO 1/ 60H/2023.1/ Universidade Federal de São Carlos	89109 /CÁLCULO 1/ 60H/2023.1/ Universidade Federal de São Carlos									Deferido
2024.3	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	89206 /CÁLCULO 2/ 60H/2023.2/ Universidade Federal de São Carlos	89206 /CÁLCULO 2/ 60H/2023.2/ Universidade Federal de São Carlos									Indeferido
2024.3	BCN0404-15	GEOMETRIA ANALÍTICA	36h	81116 /GEOMETRIA ANALÍTICA / 60H/2023.1/ Universidade Federal de São Carlos	81116 /GEOMETRIA ANALÍTICA / 60H/2023.1/ Universidade Federal de São Carlos									Deferido
2024.3	BCN0405-15	INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS	48h	89400 / SÉRIES E EQUAÇÕES DIFERENCIAIS / 60H / 2023.2/ UNIVERSIDADE FEDERAL DE SÃO CARLOS	89400 / SÉRIES E EQUAÇÕES DIFERENCIAIS / 60H / 2023.2/ UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
